"t","clock","temp","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"48.59","153.4","92","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"50.49","156.7","92","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"52.41","147.4","92","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"54.31","159.3","92","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"56.2","151.7","92","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"58.13","148.2","92","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"59.99","150.6","91","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"61.85","139.3","91","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"63.69","136.5","91","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"65.54","130.6","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"67.38","137.5","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"69.22","138.9","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"71.11","142.7","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"72.99","143.7","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"74.88","150.8","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"76.79","155.6","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"78.69","153.6","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"80.59","152.4","91","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"82.48","145.9","91","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"84.38","148.5","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"86.27","141.8","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"88.15","134.6","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"90.04","127.7","89","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"91.96","139.7","89","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"93.83","139.9","89","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"95.72","139","89","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"97.62","143.4","89","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"99.52","149.3","89","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"101.43","155.9","89","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"103.31","152","89","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"105.2","146.7","89","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"107.05","125.3","88","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"108.91","142","88","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"110.75","129.9","88","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"112.62","136.9","88","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"114.55","136.4","88","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"116.45","136.6","88","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"118.36","147.5","88","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"120.23","143","88","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"122.14","153.8","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"124.04","138.3","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"125.92","143.9","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"127.77","127.1","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"129.6","129.1","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"131.48","134.4","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"133.37","134.7","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"135.28","135.5","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"137.18","147.4","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"139.08","145.1","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"140.99","148.4","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"142.88","143.4","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"144.77","138.4","86","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"146.63","123.6","86","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"148.48","128.1","86","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"150.35","132","86","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"152.24","131.9","86","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"154.14","138.6","86","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"156.04","143.3","86","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"157.97","139.5","85","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"159.87","144.3","85","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"161.76","137.8","85","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"163.63","121.7","85","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"165.53","128.3","85","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"167.41","131","84","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"169.33","132.3","84","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"171.23","141","84","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"173.16","136.3","84","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"175.04","129.2","84","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"176.92","120.5","84","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"178.84","126.1","84","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"180.73","128.8","84","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
