"t","clock","temp","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"1.63","189","55","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"3.53","183.1","58","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"5.4","188.2","62","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"7.28","189","64","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"9.13","185.8","67","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"10.95","184","70","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"12.9","181","72","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"14.78","179.1","75","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"16.63","160.2","76","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"18.51","161.7","78","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"20.37","162.4","80","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"22.22","161","81","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"24.05","164.7","83","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"25.88","158","85","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"27.76","158","86","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"29.62","154.3","87","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"31.53","159.1","88","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"33.45","156.9","89","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"35.38","162.1","90","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"37.28","156.8","91","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"39.15","140.2","91","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"41","143.8","91","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"42.88","146.1","91","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"44.79","153.9","91","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
"46.7","155.4","92","localhost","84eefca7-a9c7-40de-9b9a-27e333d34cf1","False","f3e16f52-8fb8-46f0-a2e1-ab1c868857d3"
